"D7","18","Charlotte","2010",1800013,"HURRICANE CHARLEY'S RAW BAR & GRILL","300 W RETTA ESPLANADE","PUNTA GORDA","33950",2776320,1,"Food","Complaint Full","Warning Issued","07/18/2018",,,21,1,9,11,"Y",1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6558894
"D7","18","Charlotte","2010",1800013,"HURRICANE CHARLEY'S RAW BAR & GRILL","300 W RETTA ESPLANADE","PUNTA GORDA","33950",2776320,2,"Food","Complaint Full","Call Back - Complied","09/04/2018",,,5,0,1,4,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790569,6681741
"D7","18","Charlotte","2010",1800022,"DAIRY QUEEN","3311 S TAMIAMI TRL","PORT CHARLOTTE","339528051",2781508,1,"Food","Routine - Food","Inspection Completed - No Further Action","08/21/2018",,,4,0,1,3,"Y",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149115,6580866
"D7","18","Charlotte","2010",1800050,"BOWLAND PORT CHARLOTTE","3192 HARBOR BLVD","PORT CHARLOTTE","33952",2786259,2,"Food","Routine - Food","Call Back - Complied","10/02/2018",,,1,0,0,1,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455178,6693822
"D7","18","Charlotte","2010",1800050,"BOWLAND PORT CHARLOTTE","3192 HARBOR BLVD","PORT CHARLOTTE","33952",2786259,1,"Food","Routine - Food","Warning Issued","08/02/2018",,,11,1,3,7,"Y",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455178,6590429
"D7","18","Charlotte","2010",1800072,"TWIN ISLES COUNTRY CLUB","301 MADRID BLVD","PUNTA GORDA","339507917",2784029,1,"Food","Routine - Food","Warning Issued","10/12/2018",,,13,2,3,8,"Y",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2149164,6585900
"D7","18","Charlotte","2010",1800250,"MAMA'S ITALIAN RESTAURANT","2091 S MCCALL RD","ENGLEWOOD","34224",2830598,1,"Food","Food-Licensing Inspection","Inspection Completed - No Further Action","08/14/2018",,,1,0,0,1,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7076527,6687617
"D7","18","Charlotte","2010",1800328,"CHARLOTTE HARBOR YACHT CLUB","4400 LISTER ST","PORT CHARLOTTE","339529761",2784061,1,"Food","Routine - Food","Warning Issued","09/13/2018",,,16,3,5,8,"Y",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2149372,6585946
"D7","18","Charlotte","2010",1800328,"CHARLOTTE HARBOR YACHT CLUB","4400 LISTER ST","PORT CHARLOTTE","339529761",2784061,2,"Food","Routine - Food","Call Back - Extension given, pending","09/14/2018",,,11,0,4,7,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2149372,6725891
"D7","18","Charlotte","2010",1800332,"CALLALOO CARIBBEAN RESTAURANT /BAR","5500 DELTONA DR","PUNTA GORDA","339508751",2784062,1,"Food","Routine - Food","Warning Issued","09/25/2018",,,5,0,1,4,"Y",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2149377,6585947
"D7","18","Charlotte","2010",1800396,"KENTUCKY FRIED CHICKEN","4635 TAMIAMI TRL","PORT CHARLOTTE","339802932",2778438,1,"Food","Routine - Food","Inspection Completed - No Further Action","08/27/2018",,,8,0,1,7,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149381,6574397
"D7","18","Charlotte","2010",1800412,"INTERNATIONAL HOUSE OF PANCAKES 36-89","1501 S TAMIAMI TRL","PUNTA GORDA","33950-5909",2790677,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/06/2018",,,10,0,1,9,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3654515,6597720
"D7","18","Charlotte","2010",1800454,"THE SMUGGLERS CAPTAINS TABLE","1200 W RETTA ESPLANADE","PUNTA GORDA","339505325",2784063,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/20/2018",,,5,0,3,2,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2149393,6585949
