"D2","16","Broward","2022",1600001,"HOLLYWOOD BEACH TOWER","301 HARRISON ST","HOLLYWOOD","33019",10,1,"Food","Complaint Full","Inspection Completed - No Further Action","09/14/2018",,,1,0,0,1,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6706734,6726082
"D2","16","Broward","2010",1600008,"OLYMPIC FLAME DINER","80 S FEDERAL HWY","DEERFIELD BEACH","33441-4127",2784705,1,"Food","Routine - Food","Inspection Completed - No Further Action","09/26/2018",,,6,2,2,2,"Y",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136321,6587365
"D2","16","Broward","2010",1600020,"HILLSBORO CLUB DINING ROOM","901 HILLSBORO MILE (A1A)","HILLSBORO BEACH","33062",2779265,1,"Food","Routine - Food","Inspection Completed - No Further Action","10/10/2018",,,6,1,1,4,"Y",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136341,6576389
"D2","16","Broward","2010",1600069,"TROPICAL ACRES STEAK HOUSE","2500 GRIFFIN RD","FORT LAUDERDALE","33312-5921",2781074,1,"Food","Routine - Food","Inspection Completed - No Further Action","10/08/2018",,,5,0,2,3,"Y",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136422,6579686
"D2","16","Broward","2010",1600091,"DINER BY-THE-SEA","215 COMMERCIAL BLVD","LAUDERDALE-BY-THE-SE","33308",2793171,1,"Food","Routine - Food","Warning Issued","07/19/2018",,,9,5,1,3,"Y",1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910810,6601264
"D2","16","Broward","2010",1600091,"DINER BY-THE-SEA","215 COMMERCIAL BLVD","LAUDERDALE-BY-THE-SE","33308",2793171,2,"Food","Routine - Food","Call Back - Complied","07/19/2018",,,0,0,0,0,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910810,6682661
"D2","16","Broward","2010",1600151,"DIMITR'S FARMERS MARKET RESTAURANT","1257 W ATLANTIC BLVD BOX 9","POMPANO BEACH","33069",2787092,1,"Food","Routine - Food","Inspection Completed - No Further Action","07/09/2018",,,6,2,0,4,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803299,6591794
"D2","16","Broward","2010",1600174,"NICK'S BAR","1214 N BROADWALK","HOLLYWOOD","33019-3332",2784722,1,"Food","Routine - Food","Inspection Completed - No Further Action","08/14/2018",,,0,0,0,0,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136484,6587435
"D2","16","Broward","2010",1600193,"POMPANO LANES SNACK BAR","2200 N FEDERAL HWY","POMPANO BEACH","33062-1006",2779272,1,"Food","Routine - Food","Inspection Completed - No Further Action","10/03/2018",,,6,2,0,4,"Y",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136499,6576402
"D2","16","Broward","2010",1600198,"DANIA BEACH GRILL","65 N BEACH RD","DANIA BEACH","33004",2805449,2,"Food","Routine - Food","Call Back - Extension given, pending","08/09/2018",,,11,2,1,8,"Y",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6218435,6693962
"D2","16","Broward","2010",1600198,"DANIA BEACH GRILL","65 N BEACH RD","DANIA BEACH","33004",2805449,1,"Food","Routine - Food","Warning Issued","08/02/2018",,,21,4,4,13,"Y",1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6218435,6619566
"D2","16","Broward","2010",1600198,"DANIA BEACH GRILL","65 N BEACH RD","DANIA BEACH","33004",2805449,3,"Food","Routine - Food","Call Back - Admin. complaint recommended","10/04/2018",,,10,2,1,7,"Y",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6218435,6699141
"D2","16","Broward","2010",1600213,"DENNY'S OF HALLANDALE 7454","1025 W HALLANDALE BEACH BLVD","HALLANDALE","33009",2821431,1,"Food","Routine - Food","Warning Issued","07/24/2018",,,5,2,1,2,"Y",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553145,6645037
"D2","16","Broward","2010",1600213,"DENNY'S OF HALLANDALE 7454","1025 W HALLANDALE BEACH BLVD","HALLANDALE","33009",2821431,2,"Food","Routine - Food","Call Back - Admin. complaint recommended","07/25/2018",,,1,1,0,0,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553145,6685541
"D2","16","Broward","2010",1600213,"DENNY'S OF HALLANDALE 7454","1025 W HALLANDALE BEACH BLVD","HALLANDALE","33009",2821431,3,"Food","Routine - Food","Admin. Complaint Callback Complied","09/28/2018",,,0,0,0,0,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553145,6733737
